股票名,股票代码,所属行业,题材关键词,公司信息,主营构成,总市值,市盈率估值,市净率估值," 市销率估值",市现率估值,综合估值状态,最新一期 ROE,价格,估算合理价格,当前价格是否合理,合理价格与当时价的价格差,预约财报披露日期,历史波动率 (%),净利润增长率 (%),营收增长率 (%),最新负债率 (%),最新股息率 (%),净利润 3 年复合增长率 (%),营收 3 年复合增长率 (%),上市以来年化收益率 (%),年化波动率 (%),预测净利润同比增长 (%),预测营收同比增长 (%),机构评级,每股收益预测,上市时间
恒立液压,601100.SH,通用设备,液压行业;技术创新优势;产品质量优势;市场规模优势;5亿元投建高精密液压铸件项目二期,"公司简介:
    江苏恒立液压股份有限公司是上交所上市公司,从液压油缸制造发展成为集液压元件、精密铸件、气动元件、液压系统等产业于一体的大型综合性企业,是中国液压行业标杆企业。凭借优秀的研发能力,以及产品和服务,为中国液压领域做出的杰出贡献,恒立多次获得政府和行业的支持肯定,并得到众多知名客户的认可和信赖。先后荣获“2008中国工程机械年度产品TOP50”,“工业和信息化部”工程机械高端液压件及液压系统产业化协同工作平台首批授牌单位,“卡特彼勒2014、2015年度优秀供应商银牌认证(SQEP)”。
主营业务:
    高压油缸的研发、生产和销售。
所属概念:
    HS300_,QFII重仓,预盈预增,融资融券,上证180_,沪股通,工业4.0,富时罗素,标准普尔","按行业:
    机械装备制造: 99.78%
    其他(补充): 0.22%
按产品:
    液压油缸: 57.25%
    液压泵阀: 29.77%
    配件及铸件等: 10.76%
    其他: 2.22%
按地区:
    国内销售: 88.00%
    国外销售: 11.78%
    其他(补充): 0.22%",1144.28 亿,估值中等,估值较高,估值较高,估值中等,估值中等,10.17,87.66,2985.7204216275895,true,2898.0604216275897,2021-04-27,0.4290292688054739,125.527318107254,108.7098011196,30.5723645734,0.684462696783,80.7082712435,41.1165247803,31.8036,5.6716,27.7080257822,23.026227705,"3月内:买入
6月内:买入
1年内:买入","2021 | 预测每股收益:2.205652 预测市盈率:39.754275
2022 | 预测每股收益:2.648696 预测市盈率:33.085155
2023 | 预测每股收益:3.169000 预测市盈率:27.653539",2011-10-28
联环药业,600513.SH,化学制药,医药制造行业;技术创新和持续发展优势;主导产品和产品储备优势;生产和质量控制优势,"公司简介:
    江苏联环药业股份有限公司是一家制造和销售化学原料药、多种制剂及有机中间体的股份制医药企业。
主营业务:
    化学药品的研发、生产及销售
所属概念:
    长江三角,病毒防治,昨日涨停,超级真菌,地塞米松,化妆品概念","按行业:
    医药制造: 59.11%
    医药流通: 38.64%
    其他(补充): 1.33%
    其他: 0.92%
按产品:
    片剂: 50.96%
    原料药: 17.02%
    针剂: 13.26%
    其他: 18.76%
按地区:
    国内: 94.13%
    国外: 4.54%
    其他(补充): 1.33%",28.08 亿,估值较低,估值较低,估值较低,估值较低,估值较低,10.04,9.75,--,--,--,2021-04-30,0.4808497370857825,29.187546893268,7.4171506685,42.3145819055,1.107692307692,13.4457435452,26.2305554086,10.5099,8.2967,0,0,,,2003-03-19
第一医药,600833.SH,医药商业,医药经营行业;品牌和经营优势;服务优势;行业地位;第一医药网上商城;双医药连锁;参股银行;控股股东百联集团增持0.79%股,"公司简介:
    上海第一医药股份有限公司是一家以药品零售、批发为主业的公众性上市公司,证券名称“第一医药”,代码600833。麾下拥有“第一医药”、“汇丰医药”、“崇明医药”三大商誉品牌,下属成员企业8家,现有职工1000余人。作为公司旗舰店,上海市第一医药商店是上海市的药品单体零售药店,具有较高的社会认知度和美誉度。
主营业务:
    医药零售及批发。
所属概念:
    长江三角,沪企改革,国企改革","按行业:
    医药零售: 53.82%
    医药批发: 42.79%
    其他(补充): 3.39%
按产品:
暂无数据
按地区:
    上海地区: 96.61%
    其他(补充): 3.39%",21.24 亿,估值较低,估值较低,估值较低,估值中等,估值较低,9.3,9.52,--,--,--,2021-04-30,0.5150978794161983,29.104763956403,27.6498289387,46.3338506481,0.997899159664,16.3851452317,0.6545458937,17.0604,15.007,0,0,,,1994-02-24
吉比特,603444.SH,互联网服务,"互联网和相关服务业;强大的自主研发实力;庞大的游戏用户基础和强大的创收能力;快速的市场响应能力和强大的数据挖掘能力;增持易玩网络,加码手机游戏;拟1亿元参与发起设立投资基金;控股子公司厦门雷霆股份7日起在新三板挂牌","公司简介:
    厦门吉比特网络技术股份有限公司(以下简称“公司”或“吉比特”)是一家专业从事网络游戏创意策划、研发制作及商业化运营的国家级重点软件企业。公司旗下多款具有中华民族传统文化内涵的原创网络游戏作品曾先后入选国家新闻出版广电总局“民族网游出版工程”及“国家新闻出版改革发展项目库”。公司的“动漫文化创意产品与服务出口平台”项目入选中国文化产业重点项目,并获得财政部“文化产业发展专项资金”。凭借对中华传统文化独特的创意理解及网游行业应用软件研发上的专业优势,公司巳连续多年被认定为“国家规划布局内重点软件企业”、“国家火炬计划重点高新技术企业”,且先后获得“福建省重点软件骨干企业”、“福建省(中国历史)动漫制作企业工程技术研究中心”、“福建省战略性新兴产业骨干企业”、“福建省创新型企业”、“福建省文化出口重点培育企业”、“福建省文化产业示范基地”、“福建省版权示范基地”、“福建省动漫游戏杰出贡献企业”、“厦门市优秀创新型企业”、“厦门市自主创新试点企it”、“厦门市重点文化企业”、“厦门市民营科技企业”、“厦门市诚信示范企业”、“厦门市网络动漫游戏产业示范基地”、“厦门市网络动漫工程技术研究中心”及“厦门市最具成长性企业”。
主营业务:
    专业从事网络游戏创意策划、研发制作及商业化运营。
所属概念:
    网络游戏,融资融券,手游概念,在线教育,中证500,上证380,沪股通,MSCI中国,养老金,富时罗素,标准普尔","按行业:
    游戏收入: 95.94%
    其他收入: 3.79%
    其他(补充): 0.27%
按产品:
    自主运营: 43.69%
    联合运营: 43.43%
    授权运营: 8.82%
    其他: 4.06%
按地区:
    境内: 96.29%
    境外(含港澳台): 3.44%
    其他(补充): 0.27%",322.71 亿,估值中等,估值中等,估值中等,估值较高,估值中等,9.16,449.05,6732.370421595462,true,6283.320421595462,2021-04-23,0.5144482383455212,13.359005351241,51.0856454861,23.2372404818,2.672308206213,19.7268784998,23.9508907069,69.2422,10.0325,37.8113276913,40.4392021615,"3月内:买入
6月内:买入
1年内:买入","2021 | 预测每股收益:20.064036 预测市盈率:22.378154
2022 | 预测每股收益:23.039786 预测市盈率:19.488332
2023 | 预测每股收益:26.484692 预测市盈率:16.954664",2017-01-04
雅克科技,002409.SZ,化学制品,阻燃剂行业;核心产品优势;技术研发优势;质量管理优势;有机磷阻燃剂龙头;市场优势;成本优势;技术优势;无卤化趋势,"公司简介:
    江苏雅克科技股份有限公司是一家中国深圳证券交易所上市企业(股票代码002409.SZ),主要致力于电子半导体材料,深冷复合材料以及塑料助剂材料研发和生产。我们通过多种方式参与到集成电路(晶圆制造及封装)、平板显示(包含LCD及OLED)等电子制造产业链各个环节,丰富产品链为客户提供多方位的产品和技术服务,并积极探索新业务模式提升高附加值满足市场的需求;我们具有全球领先的深冷复合材料技术,针对以三航(航空、航天和航海)为代表的高端装备制备需求提供专业性的解决方案;最后我们以磷系阻燃剂为主的塑料助剂材料的世界主要供应商为客户提供更多有竞争力的产品和服务。
主营业务:
    电子材料业务,LNG保温绝热板材业务,阻燃剂业务
所属概念:
    机构重仓,深成500,融资融券,氟化工,OLED,国产芯片,深股通,MSCI中国,富时罗素,标准普尔,光刻胶,半导体,中芯概念,工业气体","按行业:
    电子材料: 71.03%
    化学材料: 27.57%
    设备租赁: 1.40%
按产品:
    电子材料: 68.55%
    化学材料: 30.05%
    LNG设备租赁: 1.40%
按地区:
    国外销售: 57.44%
    国内销售: 42.56%",268.46 亿,估值中等,估值较高,估值较高,估值中等,估值中等,9.08,58,--,--,--,2021-04-28,0.4417661523320383,85.170170734131,23.721746645,16.1110335198,0.112068965517,62.7854189736,27.0034872943,18.5359,6.5949,48.6019202388,33.1032922985,"3月内:买入
6月内:买入
1年内:买入","2020 | 预测每股收益:0.938000 预测市盈率:61.731776
2021 | 预测每股收益:1.334000 预测市盈率:43.572581
2022 | 预测每股收益:1.810000 预测市盈率:32.125552",2010-05-25
海鸥住工,002084.SZ,金属制品,卫浴五金行业;研发优势;技术创新优势;专利商标优势;智能卫浴;智能家居系列产品;工业机器人技术的研究;拟收购雅科波罗橱柜55%股权;拟回购5%至10%的公司股份;税收优惠;与西门子签署技术协助协议,"公司简介:
    广州海鸥住宅工业股份有限公司发源于1958年的市桥五金机械厂Shiqiao Hardware Machinery Factory,是一家主营手电筒生产的合营企业。1998年,公司与香港中馀投资有限公司(China Source Investment Limited)合资成立番禺海鸥卫浴用品有限公司Panyu Seagull Kitchen and Bath Products Co.,LTD.。2003年8月,海鸥整体改制,正式更名为广州海鸥卫浴用品股份有限公司,并于2006年11月24日在深圳证券交易所挂牌上市。2018年1月,公司更名为广州海鸥住宅工业股份有限公司,证券简称“海鸥住工”,股票代码002084。
主营业务:
    开发、生产高档水暖器材及五金件,制造和销售家用电器,家电配件、饮水设备、滤芯耗材,销售本企业产品。
所属概念:
    机构重仓,智能家居,装配建筑","按行业:
    制造业: 100.00%
按产品:
    五金龙头类产品: 59.15%
    瓷砖: 14.85%
    定制橱柜: 7.42%
    其他: 18.58%
按地区:
    国外: 57.28%
    国内: 42.72%",39.60 亿,估值较低,估值较低,估值较低,估值较高,估值较低,9.03,7.14,--,--,--,2021-04-30,0.515865779575814,16.280369326961,29.9921544442,48.8935050584,1.278823034577,18.2878089614,17.2777304585,6.5989,8.2276,50.3748129269,27.576583089,"3月内:买入
6月内:买入
1年内:买入","2021 | 预测每股收益:0.411667 预测市盈率:17.301671
2022 | 预测每股收益:0.538333 预测市盈率:13.245584
2023 | 预测每股收益:0.697500 预测市盈率:10.227701",2006-11-24
韦尔股份,603501.SH,半导体,"计算机、通信和其他电子设备制造业;研发能力优势;核心技术优势;供应商和客户优势;拟收购北京豪威科技1.97%股权;拟近150亿元收购三家CMOS图像传感器研制公司;拟竞拍芯能投资与芯力投资100%股权 以增持北京豪威;16.87亿元成功竞得芯能投资、芯力投资100%股权;拟回购0.44%-1.32%公司股份;自愿锁定股份;IC系列的升级研发项目;射频元器件研发及产业化项目;卫星直播,地面无线接收芯片研发及产业化项目;股利分配;稳定股价措施;芯能投资、芯力投资各100%股权已完成过户手续","公司简介:
    上海韦尔半导体股份有限公司是一家以自主研发、销售服务为主体的半导体器件设计和销售公司,公司成立于2007年5月,总部坐落于有“中国硅谷”之称的上海张江高科技园区,在深圳、台湾、香港等地设立办事处。公司主营产品包括保护器件 (TVS、TSS)、功率器件 (MOSFET、Schottky Diode、Transistor)、电源管理器件 (Charger、LDO、Buck、Boost、Backlight LED Driver、Flash LED Driver)、模拟开关等四条产品线,700多个产品型号,产品在手机、电脑、电视、通讯、安防、车载、穿戴、医疗等领域得到广泛应用,公司业绩连续多年保持稳定增长。随着公司发展,公司逐步引进大量人才,重点加强研发、品质等方面人才储备,同时建立了先进的可靠性实验室、EMC实验室,在产品的研发、试产、量产过程中,对产品质量层层把关,并为合作伙伴提供大量的EMC测试,在得到合作伙伴认可的同时,韦尔半导体正逐步成为国际知名的半导体器件厂商。上海韦尔半导体股份有限公司于中国证监会发审委在2017年第43次会议审核中通过(首发)。
主营业务:
    半导体分立器件和电源管理IC等半导体产品的研发设计,以及被动件、结构器件、分立器件和IC等半导体产品的分销业务
所属概念:
    HS300_,转债标的,预盈预增,融资融券,上证50_,上证180_,沪股通,国产芯片,MSCI中国,小米概念,华为概念,超清视频,富时罗素,标准普尔,无线耳机,3D摄像头,传感器,半导体,中芯概念,汽车芯片","按行业:
    半导体设计及销售: 87.10%
    电子元器件代理及销售: 12.54%
    其他(补充): 0.36%
按产品:
    CMOS图像传感器产品: 74.14%
    半导体分销: 12.54%
    TDDI: 3.75%
    其他: 9.57%
按地区:
    国外: 76.50%
    国内: 23.14%
    其他(补充): 0.36%",2550.40 亿,估值较低,估值较高,估值较高,估值中等,估值中等,8.61,293.78,9126.129424044175,true,8832.349424044174,2021-04-23,0.5980272927863828,133.837527468054,62.760053098,52.0206311027,0.10722309211,170.215240813,101.9776621738,161.8547,10.1113,51.8663569705,36.6382493136,"3月内:买入
6月内:买入
1年内:买入","2021 | 预测每股收益:4.777552 预测市盈率:62.058494
2022 | 预测每股收益:6.255034 预测市盈率:47.478871
2023 | 预测每股收益:8.226111 预测市盈率:35.714031",2017-05-04
东方电缆,603606.SH,输变电设备,电线电缆行业;研发优势;500kV XLPE海底电缆系统通过预鉴定试验;中标1.8亿元光电复合海底电缆项目;中标1.95亿元海上风电总包项目;中标3.3亿元海缆采购项目,"公司简介:
    宁波东方电缆股份有限公司座落于浙江省宁波市,位于中国大陆海岸线中段, 经济发达的长江三角洲南翼,毗邻上海、杭州,具有得天独厚深水良港的北仑。下辖子公司:江西东方电缆有限公司、宁波海缆研究院工程有限公司。公司是国家级高新技术企业、国家创新型企业。我们致力于电力、建筑、通信、石化、轨道交通、风力发电、核能、海洋油气勘采、海洋军事等领域的光、电、复合缆的设计、研发,制造,安装和技术支持。公司承担了3个国家863计划项目、1个国家科技支撑计划项目和1个国家海洋经济创新发展区域示范项目,并牵头起草了海底电缆国家标准,是国内掌握海洋脐带缆的设计分析并能进行自主生产的企业。公司拥有500kV及以下交流海缆、陆缆,±320kV及以下直流海缆、陆缆的系统研发生产能力,并涉及海底光电复合缆,海底光缆,智能电网用光复电缆,核电缆,通信电缆,控制电缆,电线,综合布线,架空导线等一系列产品;同时提供海洋工程用线缆的客户定制化服务(如:脐带缆等);并通过了ISO三大体系认证,拥有挪威船级社DNV认证证书。
主营业务:
    公司主营业务为各种电线电缆的研发、生产、销售及其服务,公司目前的主要产品为海缆、电力电缆和电气装备用电线电缆,其中以35kV及以上海缆、高压电力电缆为公司业务发展重点。由于产品行业及地域性的关系,公司的电力电缆销售侧重于浙江省及周边省市,在浙江省一直处于领先地位。得益于公司的海缆发展战略,公司在海缆领域确立了领导地位,公司的海缆产品具有很强的竞争力,部分产品逐步替代国外进口实现了国产化,是国内唯一一家生产并交付220kV海底电缆和脐带缆的企业。
所属概念:
    参股券商,转债标的,预盈预增,风能,融资融券,海工装备,上证380,沪股通,富时罗素","按行业:
    电气机械及器材制造业: 99.72%
    其他(补充): 0.28%
按产品:
    陆缆系统: 52.07%
    海缆系统: 43.12%
    海洋工程: 4.53%
    其他(补充): 0.28%
按地区:
    内销: 99.72%
    其他(补充): 0.28%",147.50 亿,估值较低,估值中等,估值中等,估值中等,估值较低,8.51,22.55,2895.949129289913,true,2873.3991292899127,2021-04-21,0.5216660739600804,245.191978514642,115.3495214395,46.932951753,1.019954492413,160.50455086,34.8145510755,45.5378,9.1301,50.630792973,37.4706791675,"3月内:买入
6月内:买入
1年内:买入","2021 | 预测每股收益:2.042308 预测市盈率:11.035360
2022 | 预测每股收益:2.245385 预测市盈率:10.183637
2023 | 预测每股收益:2.486250 预测市盈率:9.071274",2014-10-15
共达电声,002655.SZ,电子设备制造,电子元器件行业;技术与研发优势;客户资源优势;产品质量优势,"公司简介:
    共达电声股份有限公司是专业的电声元器件及电声组件制造商、服务商和电声技术整体解决方案提供商,是国家级高新技术企业、中国电子元件百强企业。主要产品包括微型麦克风、微型扬声器/受话器及其阵列模组,广泛应用于移动通讯设备及其周边产品、笔记本电脑、平板电视、个人数码产品、汽车电子等消费类电子产品领域。公司拥有“山东省企业技术中心”、“山东省声学元件工程技术研究中心”,与中国科学院声学所成立了“电声联合实验室”,在北欧设立了共达电声欧洲研发有限公司;公司主要技术人员具有20余年的电声元器件研发和生产制造经验,研发团队经验丰富、团结、高效;拥有120多项专利,另有多项在申请中;公司研发的一款产品被国家科学技术部、商务部、质量监督检验检疫总局、环保总局评为“国家重点新产品”,公司被山东省科学技术厅、山东省知识产权局认定为“中国专利山东明星企业”,两度获得“山东省科学技术奖”。
主营业务:
    微型电声元器件及电声组件的研发、生产和销售
所属概念:
    智能穿戴,苹果概念,智能家居,国产芯片,生物识别,小米概念,独角兽,华为概念,电子烟,无线耳机,传感器,半导体","按行业:
    电子元器件行业: 100.00%
按产品:
    电子元器件及电声组件: 100.00%
按地区:
    国内地区: 69.49%
    国外地区: 30.51%",24.55 亿,估值较低,估值较低,估值较低,估值较低,估值较低,8.45,6.82,--,--,--,2021-04-29,0.5274659265036922,49.052845627859,19.8887381456,51.5973943714,0.161290322581,31.2814630626,14.4612626579,7.3475,8.0289,0,0,,,2012-02-17
东方电子,000682.SZ,输变电设备,产品优势;服务优势;产品价格和用户体验优势;电力设备主业;电力计量系统;子公司预中标3.31亿元国家电网项目;中标2.8亿元国家电网设备招标项目,"公司简介:
    东方电子股份有限公司作为中国能源管理系统解决方案的主要供应商之一,公司集科研开发、生产经营、技术服务、系统集成于一体,以自动化+互联网+节能环保为能源行业的安全、优质、环保提供全系列产品及全面解决方案。公司是国家火炬计划重点高新技术企业和山东省重点企业,是EMCA(中国节能协会节能服务产业委员会)主要成员。公司主要产品包括电力调度自动化系统、保护及变电站自动化系统、配电自动化系统、配电生产故障抢修指挥系统、智能视讯系统、信息管理系统、电能计量计费管理系统、电网综合能效管理系统、变频节能系统、分布式电源/储能机微网接入控制系统、节能型变压器、新能源监控与保护、电气化铁道牵引供电自动化系统、汽车用电线电缆等。解决方案包括企业能源综合解决方案、多元用户综合能源互联网解决方案、充电车联网运营监控解决方案、光伏电站集成控制解决方案、广域新能源运营监控解决方案等。公司制定了深耕电网,行业外聚焦,加速国际化的工作方针,坚持技术创新驱动和市场导向驱动的发展思路,持续向产业链的高端转型:在智能电网领域由卖产品向提供系统解决方案转型;聚焦电力行业外领域,加大国际化业务拓展和产品完善。
主营业务:
    电子及通信设备、电力调度及工业自动化保护设备、工业控制系统、专用仪器、汽车电器、化工材料、计算机及配件的开发、生产、销售及咨询服务、许可范围的进出口业务及批准范围的对外经济技术合作业务等。
所属概念:
    节能环保,物联网,智能电网,充电桩,深股通,三板精选","按行业:
    信息技术相关产业: 93.66%
    非信息技术相关产业: 5.89%
    其他(补充): 0.46%
按产品:
    电网自动化系统: 37.79%
    智能用电及电能信息管理系统: 32.53%
    信息管理系统: 17.46%
    其他: 12.23%
按地区:
    国内: 93.43%
    国外: 6.57%",60.33 亿,估值较低,估值较低,估值较低,估值较低,估值较低,8.29,4.5,--,--,--,2021-04-29,0.4523058246556592,12.56958947503,8.7763080897,44.8872973699,0.844444444444,63.6029835552,11.1443203203,8.8277,7.3138,0,0,,,1997-01-21
汇金通,603577.SH,输变电设备,铁塔制造业;产品质量优势;客户资源优势;技术装备优势;预中标1.57亿元国家电网项目;中标逾2亿元特高压工程线路材料项目;中标2.22亿元广东电网项目;中标2.4亿元国家电网设备采购项目;预中标1.58亿元国家电网采购项目;中标6413万元国家电网项目;标2.18亿元国家电网项目;拟定增募资不超4亿元补血偿债;股利分配;稳定股价措施,"公司简介:
    青岛汇金通电力设备股份有限公司创立于2004年,注册资本20590.5882万元,是专业生产和销售输电线路角钢塔、钢管塔、变电构架等各种镀锌钢结构的高新技术企业。公司具有国内最高电压等级750kV输电线路铁塔生产许可证以及国家电网公司特高压铁塔产品供应资质。2016年12月22日,公司于上海证券交易所主板挂牌上市,正式登陆资本市场,股票代码:603577。
    公司总部座落在美丽海滨城市--青岛胶州市。公司东临同三高速公路,南依济青高速公路,地理位置优越,交通顺捷便利。公司在册员工人数1000余人,下设八个部门,五个专业加工车间和一个镀锌车间,年生产能力达20万余吨,镀锌产能15万吨。公司生产设备齐全,生产工艺先进可靠。公司拥有数字化的专业钢管塔生产线2条、日本松下机器人数控焊接线6条、2400吨数控折弯机1台、法国希明富合缝焊接一体机2台和美国海宝数控系统的等离子、火焰全自动切割机6台,完全实现了钢管塔加工的数控化。
    公司通过国内铁塔行业最为先进和具有我公司自主特色的ERP铁塔生产管理系统对产品销售、研发设计物料供应、加工制造、运输安装和售后服务等总体经营活动进行管理。公司产品已覆盖国家电网、南方电网、内蒙电网、五大发电公司,产品销售到除台湾省以外的所有省、市、自治区,并进入国际市场,产品出口到加拿大、巴基斯坦、缅甸等国家。
主营业务:
    输电线路角钢塔、钢管塔、变电站构架等电力输送设备的研发、生产和销售
所属概念:
    预盈预增,智能电网,股权转让,特高压","按行业:
    工业制造业: 93.54%
    其他(补充): 6.46%
按产品:
    角钢塔: 70.87%
    钢管塔: 17.99%
    其他(补充): 6.46%
    其他钢结构: 4.67%
按地区:
    国内: 91.83%
    其他(补充): 6.46%
    国外: 1.70%",26.41 亿,估值较低,估值较低,估值较低,估值较低,估值较低,8.26,9.16,--,--,--,2021-04-30,0.5316471077236301,79.521006571329,19.6956343481,47.0725802735,1.211790393013,30.4827752636,34.1309030649,14.4806,10.0114,0,0,,,2016-12-22
全柴动力,600218.SH,通用设备,发动机行业;品牌优势;市场优势;技术优势,"公司简介:
    安徽全柴动力股份有限公司成立于1998年,是全柴集团核心企业,国家火炬计划重点高新技术企业。
    企业拥有“国家级企业技术中心”及国内一流的产品试验中心,设有“安徽省博士后工作站”,与国内外多家内燃机科研机构及院所建立了良好的合作关系,确保公司的产品技术始终紧跟全球先进水平。依靠前瞻性的产品研发与创新能力,公司相继承担和参与了多项国家“863项目”、国家级重点新产品项目和国际合作项目,获得产品和技术授权专利100多项。公司4A、4B、4F系列国Ⅳ发动机在经济性、可靠性、环保性等方面均达到国内同类先进水平。
    经过不断的产品结构升级,公司柴油发动机产品功率覆盖15至380马力,凭借其良好的产品质量和完善的售后服务,成为汽车、叉车、农业装备、工程机械、发电机组等的首选动力,产品销售和服务网络覆盖全国、东南亚、欧洲等多个国家和地区,产品市场保有量超过300万台。
    全柴一直注重技术改造,近年来,积极加快包括信息技术、综合自动化技术等现代制造技术的应用,水平静压造型、消失模铸造、立卧转换加工中心、在线检测、智能机器人、AGV与RGV运输小车等一批国际领先的工艺与设备得到了有效应用,企业制造能力不断提升,为全柴高品质的产品制造打下了基础。
主营业务:
    内燃机、拖拉机、农用车、工程机械、环保机械、收获机械、生物工程机械、零配件、塑料制品、建筑材料生产、研制、开发、销售、出口、技术咨询;本企业所属的机械设备、零配件、原辅材料的进口业务。
所属概念:
    预盈预增,融资融券,燃料电池,乡村振兴,氢能源","按行业:
    内燃机: 92.29%
    建材: 3.76%
    其他(补充): 2.23%
    商业: 1.73%
按产品:
    发动机: 92.29%
    塑料管材: 3.76%
    其他(补充): 2.23%
    汽车: 1.73%
按地区:
    境内: 97.28%
    其他(补充): 2.23%
    境外: 0.49%",32.19 亿,估值较低,估值较低,估值较低,估值较低,估值较低,8.18,8.73,--,--,--,2021-04-30,0.4749778398128257,78.159751788043,10.175488924,50.4642943823,1.14547537228,41.0204728917,11.7424077708,3.9558,7.2865,0,0,,,1998-12-03
